learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected
46000.0,1.40101307,0.0,46000.0,86.6,65.63274225069632,69.95515695067263,58.51393188854488,3785.0,0.0,0.0,0.0
46100.0,1.403858884,0.0,46100.0,87.0,65.6448202959831,70.3872437357631,58.06451612903226,3885.0,0.0,0.0,0.0
46200.0,1.40670886,0.0,46200.0,87.7,68.29929588354759,72.66666666666667,61.198738170347,3985.0,0.0,0.0,0.0
46300.0,1.40944701,0.0,46300.0,87.6,68.40667740160208,72.92576419213974,61.490683229813655,4085.0,0.0,0.0,0.0
46400.0,1.412408888,0.0,46400.0,86.9,67.73208268469071,71.88841201716738,61.35693215339233,4185.0,0.0,0.0,0.0
46500.0,1.415257228,0.0,46500.0,87.4,69.08627872399934,73.19148936170212,62.83185840707964,4285.0,0.0,0.0,0.0
46600.0,1.418003903,0.0,46600.0,87.5,69.08236458075685,72.76688453159042,62.686567164179095,4385.0,0.0,0.0,0.0
46700.0,1.420751378,0.0,46700.0,87.1,68.13304084899508,72.07792207792207,61.72106824925816,4485.0,0.0,0.0,0.0
46800.0,1.423577955,0.0,46800.0,87.2,67.50856707704023,71.36465324384787,60.615384615384606,4585.0,0.0,0.0,0.0
46900.0,1.426439444,0.0,46900.0,88.1,69.67071057192375,72.95454545454545,62.81249999999999,4685.0,0.0,0.0,0.0
47000.0,1.429187544,0.0,47000.0,87.8,68.34654821702851,71.36150234741785,61.146496815286625,4785.0,0.0,0.0,0.0
47100.0,1.431968032,0.0,47100.0,86.8,66.37371035536874,69.37354988399072,59.38461538461538,4885.0,0.0,0.0,0.0
47200.0,1.434781909,0.0,47200.0,86.0,64.34683399885908,67.44186046511628,57.3170731707317,4985.0,0.0,0.0,0.0
47300.0,1.437480071,0.0,47300.0,86.6,65.54632219845318,68.0952380952381,58.385093167701854,5085.0,0.0,0.0,0.0
47400.0,1.440236059,0.0,47400.0,87.4,67.18203033838974,69.56521739130434,59.87261146496815,5185.0,0.0,0.0,0.0
47500.0,1.443055785,0.0,47500.0,88.0,69.1597575956947,70.94430992736078,62.14511041009463,5285.0,0.0,0.0,0.0
47600.0,1.445984863,0.0,47600.0,87.7,68.9158453373768,70.50359712230217,62.153846153846146,5385.0,0.0,0.0,0.0
47700.0,1.448854152,0.0,47700.0,88.3,70.44887402632828,71.32352941176471,63.777089783281724,5485.0,0.0,0.0,0.0
47800.0,1.45165234,0.0,47800.0,88.0,70.1728483438474,70.94430992736078,63.74622356495468,5585.0,0.0,0.0,0.0
47900.0,1.454460191,0.0,47900.0,86.9,67.36389998903825,68.6602870813397,60.778443113772454,5685.0,0.0,0.0,0.0
48000.0,1.457200929,0.0,48000.0,86.4,66.51813190871266,68.22429906542055,60.11730205278592,5785.0,0.0,0.0,0.0
48100.0,1.460162707,0.0,48100.0,86.1,66.00303282297119,67.29411764705883,59.71014492753623,5885.0,0.0,0.0,0.0
48200.0,1.46346668,0.0,48200.0,86.9,67.73208268469071,68.73508353221958,61.35693215339233,5985.0,0.0,0.0,0.0
48300.0,1.466520297,0.0,48300.0,86.3,66.75919096238209,67.99065420560748,60.63218390804597,6085.0,0.0,0.0,0.0
48400.0,1.469576364,0.0,48400.0,86.0,66.45501377740504,68.46846846846846,60.56338028169014,6185.0,0.0,0.0,0.0
48500.0,1.472519104,0.0,48500.0,85.9,65.61277546361784,67.88154897494304,59.36599423631124,6285.0,0.0,0.0,0.0
48600.0,1.475517933,0.0,48600.0,86.2,66.1241623094484,68.91891891891892,59.7667638483965,6385.0,0.0,0.0,0.0
48700.0,1.4786951,0.0,48700.0,85.5,64.34823659001947,67.70601336302894,57.84883720930232,6485.0,0.0,0.0,0.0
48800.0,1.481606065,0.0,48800.0,85.6,64.46199407699899,68.35164835164834,57.89473684210525,6585.0,0.0,0.0,0.0
48900.0,1.485001012,0.0,48900.0,86.7,67.59701405266337,70.89715536105032,61.337209302325576,6685.0,0.0,0.0,0.0
49000.0,1.488099715,0.0,49000.0,87.0,68.39996888612319,72.34042553191489,62.2093023255814,6785.0,0.0,0.0,0.0
49100.0,1.491007767,0.0,49100.0,87.6,69.86780715396579,73.61702127659574,63.74269005847953,6885.0,0.0,0.0,0.0
49200.0,1.494375751,0.0,49200.0,87.5,69.04469450828115,73.00215982721382,62.462462462462454,6985.0,0.0,0.0,0.0
49300.0,1.497146289,0.0,49300.0,87.4,68.53759757090278,72.36842105263158,61.702127659574465,7085.0,0.0,0.0,0.0
49400.0,1.500480434,0.0,49400.0,86.8,66.92641126506477,70.53571428571428,59.878419452887535,7185.0,0.0,0.0,0.0
49500.0,1.503442501,0.0,49500.0,84.8,63.24667285670071,66.88453159041393,56.81818181818181,7285.0,0.0,0.0,0.0
49600.0,1.506369716,0.0,49600.0,83.7,61.08150440280404,64.33260393873084,54.84764542936287,7385.0,0.0,0.0,0.0
49700.0,1.509555822,0.0,49700.0,83.1,60.25212851027799,63.73390557939913,54.447439353099725,7485.0,0.0,0.0,1.0
49800.0,1.512528463,0.0,49800.0,81.69999999999999,57.42403796938251,61.715481171548106,51.7150395778364,7585.0,0.0,0.0,0.0
49900.0,1.51542329,0.0,49900.0,79.5,52.25140450746743,57.20250521920669,46.47519582245432,7685.0,0.0,0.0,0.0
50000.0,1.518427856,0.0,50000.0,77.60000000000001,48.57100874292853,52.842105263157904,43.14720812182742,7785.0,0.0,0.0,0.0
50100.0,1.521857153,0.0,50100.0,73.8,41.66889304479472,45.302713987473894,37.32057416267943,497.0,0.0,1.0,0.0
50200.0,1.525031771,0.0,50200.0,70.6,37.96002430954148,40.24390243902438,34.95575221238937,52.0,0.0,1.0,1.0
50300.0,1.528300278,0.0,50300.0,67.60000000000001,33.42538711904528,35.96837944664033,31.355932203389834,73.0,0.0,1.0,0.0
50400.0,1.53192319,0.0,50400.0,64.9,29.41659092188771,30.90551181102363,28.803245436105477,26.0,0.0,2.0,1.0
50500.0,1.534793605,0.0,50500.0,63.3,26.828295717361833,27.89783889980354,26.156941649899395,126.0,0.0,0.0,2.0
50600.0,1.537591056,0.0,50600.0,61.9,24.24724426983091,25.294117647058822,24.85207100591716,226.0,0.0,0.0,1.0
50700.0,1.540562733,0.0,50700.0,60.3,21.474460408886635,21.386138613861384,21.69625246548323,326.0,0.0,0.0,2.0
50800.0,1.543373272,0.0,50800.0,59.3,19.250517828374598,18.108651911468808,19.881889763779522,426.0,0.0,0.0,0.0
50900.0,1.546233961,0.0,50900.0,57.99999999999999,15.895037006183715,15.151515151515143,15.831663326653297,526.0,0.0,0.0,2.0
51000.0,1.549402755,0.0,51000.0,57.3,13.096924404500228,11.594202898550712,12.678936605316963,626.0,0.0,0.0,2.0
51100.0,1.552405934,0.0,51100.0,59.0,15.25739017564457,15.289256198347099,12.765957446808498,726.0,0.0,0.0,0.0
51200.0,1.555641642,0.0,51200.0,59.699999999999996,16.74654591128446,15.866388308977028,10.840707964601757,826.0,0.0,0.0,0.0
51300.0,1.558705483,0.0,51300.0,59.5,15.93743254238413,15.0943396226415,7.322654462242569,926.0,0.0,0.0,0.0
51400.0,1.561924678,0.0,51400.0,60.099999999999994,16.913773572332904,14.193548387096763,3.3898305084745792,1026.0,0.0,0.0,0.0
51500.0,1.564859556,0.0,51500.0,60.199999999999996,17.303856382978726,16.38655462184873,2.6894865525672396,1126.0,0.0,0.0,0.0
51600.0,1.567839698,0.0,51600.0,60.3,16.777071559140687,16.244725738396617,0.9975062344139659,1226.0,0.0,0.0,0.0
51700.0,1.570682174,0.0,51700.0,61.199999999999996,18.063597852759443,19.502074688796675,2.7568922305764434,1326.0,0.0,0.0,0.0
51800.0,1.573595377,0.0,51800.0,62.1,19.571159363699635,19.70338983050847,3.0690537084399003,1426.0,0.0,0.0,0.0
51900.0,1.576576693,0.0,51900.0,64.1,23.211841204654355,21.615720524017465,7.4742268041237185,1526.0,0.0,0.0,0.0
52000.0,1.579517619,0.0,52000.0,64.8,24.36971178844146,24.62526766595289,9.04392764857882,1626.0,0.0,0.0,0.0
52100.0,1.582356371,0.0,52100.0,64.60000000000001,23.717747044601413,24.034334763948497,8.527131782945743,1726.0,0.0,0.0,0.0
52200.0,1.585261736,0.0,52200.0,65.10000000000001,24.30486270767363,25.902335456475583,8.63874345549739,1826.0,0.0,0.0,0.0
52300.0,1.588153351,0.0,52300.0,66.0,25.211607158569,27.038626609442062,10.052910052910063,1926.0,0.0,0.0,0.0
52400.0,1.591016728,0.0,52400.0,66.4,26.475736993207775,29.41176470588236,13.402061855670114,2026.0,0.0,0.0,0.0
52500.0,1.593835304,0.0,52500.0,68.0,27.96945905063748,29.978118161925604,12.568306010928973,2126.0,0.0,0.0,0.0
52600.0,1.59662078,0.0,52600.0,67.7,27.241108998675482,30.537634408602155,12.466124661246623,2226.0,0.0,0.0,0.0
52700.0,1.599845875,0.0,52700.0,67.2,26.245395958787388,28.695652173913043,11.111111111111121,2326.0,0.0,0.0,0.0
52800.0,1.602722427,0.0,52800.0,66.5,24.900689568593705,28.874734607218688,11.375661375661386,2426.0,0.0,0.0,0.0
52900.0,1.605608204,0.0,52900.0,64.5,21.428887610110227,27.84552845528456,8.974358974358982,2526.0,0.0,0.0,0.0
53000.0,1.608540532,0.0,53000.0,65.2,23.201525376599427,28.395061728395067,11.450381679389322,2626.0,0.0,0.0,0.0
53100.0,1.611390309,0.0,53100.0,64.8,22.64688302099083,28.455284552845534,10.659898477157368,2726.0,0.0,0.0,0.0
53200.0,1.614256937,0.0,53200.0,64.2,21.331130018986016,26.488706365503084,8.673469387755109,2826.0,0.0,0.0,0.0
53300.0,1.617074138,0.0,53300.0,64.1,20.93904157857647,25.672877846790893,7.4742268041237185,2926.0,0.0,0.0,0.0
53400.0,1.620049978,0.0,53400.0,64.7,20.820061908393527,26.304801670146137,4.851752021563346,3026.0,0.0,0.0,0.0
53500.0,1.62287383,0.0,53500.0,64.2,20.133853876185174,26.033057851239672,4.533333333333337,3126.0,0.0,0.0,0.0
53600.0,1.625676744,0.0,53600.0,63.7,18.737407656145063,23.89937106918239,1.8918918918918937,3226.0,0.0,0.0,0.0
53700.0,1.628534058,0.0,53700.0,64.1,19.74640758988851,25.363825363825367,4.010695187165779,3326.0,0.0,0.0,0.0
53800.0,1.631366634,0.0,53800.0,64.0,19.923482438774837,24.528301886792452,4.509283819628651,3426.0,0.0,0.0,0.0
53900.0,1.634326213,0.0,53900.0,65.2,22.309289397897007,26.42706131078224,6.702412868632714,3526.0,0.0,0.0,0.0
54000.0,1.637132489,0.0,54000.0,65.2,22.161581819808546,26.27118644067797,6.951871657754016,3626.0,0.0,0.0,0.0
54100.0,1.639949227,0.0,54100.0,65.9,23.27699479813525,26.82403433476395,7.588075880758814,3726.0,0.0,0.0,0.0
54200.0,1.642814817,0.0,54200.0,66.8,24.668723906335096,30.252100840336137,10.270270270270279,3826.0,0.0,0.0,0.0
54300.0,1.645604943,0.0,54300.0,67.60000000000001,26.953322271120427,32.359081419624225,13.368983957219264,3926.0,0.0,0.0,0.0
54400.0,1.648356231,0.0,54400.0,66.9,25.97992736640608,30.607966457023068,11.96808510638299,4026.0,0.0,0.0,0.0
54500.0,1.651273621,0.0,54500.0,67.0,26.789010364901333,30.962343096234314,14.507772020725401,4126.0,0.0,0.0,0.0
54600.0,1.654154985,0.0,54600.0,67.5,27.25400662548126,31.434599156118146,14.248021108179431,4226.0,0.0,0.0,0.0
54700.0,1.657026887,0.0,54700.0,67.0,26.09480468872476,30.232558139534888,12.928759894459112,4326.0,0.0,0.0,0.0
54800.0,1.659798837,0.0,54800.0,67.4,26.608313522080557,29.741379310344833,12.365591397849474,4426.0,0.0,0.0,0.0
54900.0,1.662651052,0.0,54900.0,66.60000000000001,24.777146666546564,27.705627705627705,9.973045822102435,4526.0,0.0,0.0,0.0
55000.0,1.665471591,0.0,55000.0,66.0,23.80781642165651,26.08695652173913,8.602150537634417,4626.0,0.0,0.0,0.0
55100.0,1.668260729,0.0,55100.0,64.4,20.256612429216556,23.275862068965516,5.319148936170218,4726.0,0.0,0.0,0.0
55200.0,1.671286121,0.0,55200.0,63.7,19.83286366728209,21.428571428571423,5.958549222797933,4826.0,0.0,0.0,0.0
55300.0,1.674174035,0.0,55300.0,63.2,19.999999999999996,20.860215053763437,8.000000000000007,4926.0,0.0,0.0,0.0
55400.0,1.676985224,0.0,55400.0,64.0,22.08196976780427,23.72881355932203,11.330049261083754,5026.0,0.0,0.0,0.0
55500.0,1.679740537,0.0,55500.0,64.2,22.30902777777778,23.504273504273502,10.500000000000009,5126.0,0.0,0.0,0.0
55600.0,1.682571138,0.0,55600.0,65.0,24.82850159578354,26.004228329809724,14.425427872860647,5226.0,0.0,0.0,0.0
55700.0,1.685405002,0.0,55700.0,65.0,24.67805247572481,25.213675213675213,14.215686274509814,5326.0,0.0,0.0,0.0
55800.0,1.68820179,0.0,55800.0,64.60000000000001,24.177518848526386,25.78616352201258,13.23529411764707,5426.0,0.0,0.0,0.0
55900.0,1.691145505,0.0,55900.0,65.10000000000001,25.364197055628274,26.526315789473685,15.085158150851594,5526.0,0.0,0.0,0.0
56000.0,1.693914706,0.0,56000.0,64.4,23.56972330522302,25.678496868475992,12.315270935960601,5626.0,0.0,0.0,0.0
56100.0,1.696680394,0.0,56100.0,66.3,27.04617089813308,29.497907949790797,14.898989898989912,5726.0,0.0,0.0,0.0
56200.0,1.699551009,0.0,56200.0,66.4,26.856983634250085,29.707112970711304,13.624678663239088,5826.0,0.0,0.0,0.0
56300.0,1.702421786,0.0,56300.0,65.8,25.409592937030002,29.338842975206614,11.398963730569958,5926.0,0.0,0.0,0.0
56400.0,1.705388989,0.0,56400.0,64.8,23.735570423267582,26.666666666666668,10.20408163265307,6026.0,0.0,0.0,0.0
56500.0,1.708220778,0.0,56500.0,64.1,22.611297457166753,25.518672199170123,9.798994974874379,6126.0,0.0,0.0,0.0
56600.0,1.71112748,0.0,56600.0,63.5,20.482074698921167,25.963488843813387,6.649616368286451,6226.0,0.0,0.0,0.0
56700.0,1.713974894,0.0,56700.0,63.7,20.917789358105164,25.0,7.1611253196931015,6326.0,0.0,0.0,0.0
56800.0,1.716854072,0.0,56800.0,64.3,21.842160571668785,26.239669421487605,7.989690721649491,6426.0,0.0,0.0,0.0
56900.0,1.719692786,0.0,56900.0,64.2,21.507752753806226,26.93877551020408,7.731958762886605,6526.0,0.0,0.0,0.0
57000.0,1.722503712,0.0,57000.0,64.60000000000001,22.639860139860147,28.48484848484849,10.152284263959398,6626.0,0.0,0.0,0.0
57100.0,1.72528765,0.0,57100.0,63.800000000000004,21.642307958717197,28.17460317460318,10.396039603960405,6726.0,0.0,0.0,0.0
57200.0,1.728107939,0.0,57200.0,63.0,19.841242330756696,26.294820717131472,7.960199004975131,6826.0,0.0,0.0,0.0
57300.0,1.730959978,0.0,57300.0,64.1,20.86096218961626,27.766599597585518,7.4742268041237185,6926.0,0.0,0.0,0.0
57400.0,1.733835442,0.0,57400.0,64.4,21.606969052369195,28.800000000000004,8.010335917312668,7026.0,0.0,0.0,0.0
57500.0,1.736657269,0.0,57500.0,64.9,22.73283612316959,29.659318637274552,9.768637532133685,7126.0,0.0,0.0,0.0
57600.0,1.739466707,0.0,57600.0,64.8,23.087680044749003,28.163265306122454,10.20408163265307,7226.0,0.0,0.0,0.0
57700.0,1.742466023,0.0,57700.0,64.7,23.58248761733228,30.511811023622055,10.858585858585867,7326.0,0.0,0.0,0.0
57800.0,1.745286112,0.0,57800.0,63.2,21.092694641593575,27.12871287128713,9.135802469135811,7426.0,0.0,0.0,0.0
57900.0,1.748228353,0.0,57900.0,62.4,19.704444017340418,25.24850894632207,7.1604938271605,7526.0,0.0,0.0,0.0
58000.0,1.751000066,0.0,58000.0,61.7,18.329921528488576,22.782258064516128,4.962779156327548,7626.0,0.0,0.0,0.0
58100.0,1.753792679,0.0,58100.0,61.5,17.527098239149993,20.45454545454545,2.531645569620255,7726.0,0.0,0.0,0.0
58200.0,1.756682706,0.0,58200.0,61.4,17.77156685640273,21.224489795918362,3.9800995024875654,7826.0,0.0,0.0,0.0
58300.0,1.759640908,0.0,58300.0,60.699999999999996,16.820467667925293,20.283975659229206,3.4398034398034425,7926.0,0.0,0.0,0.0
58400.0,1.762482123,0.0,58400.0,60.6,16.488268085376973,21.98019801980198,3.66748166259169,8026.0,0.0,0.0,0.0
58500.0,1.765365937,0.0,58500.0,60.099999999999994,15.417359156123869,21.917808219178077,1.9656019656019672,8126.0,0.0,0.0,0.0
58600.0,1.768292729,0.0,58600.0,60.3,15.664698134851514,20.281124497991964,1.9753086419753103,8226.0,0.0,0.0,0.0
58700.0,1.771087442,0.0,58700.0,60.9,15.658596351964658,18.54166666666666,-0.5141388174807203,8326.0,0.0,0.0,0.0
58800.0,1.773864043,0.0,58800.0,61.4,16.42308108693298,20.412371134020617,1.278772378516625,8426.0,0.0,0.0,0.0
58900.0,1.776889171,0.0,58900.0,62.3,18.72898163318099,21.784232365145225,4.5569620253164596,8526.0,0.0,0.0,0.0
59000.0,1.779852775,0.0,59000.0,62.6,19.195934734513262,21.92066805845511,4.5918367346938815,8626.0,0.0,0.0,0.0
59100.0,1.782646013,0.0,59100.0,62.3,18.58576784202616,21.129707112970706,3.8265306122449014,8726.0,0.0,0.0,0.0
59200.0,1.785506802,0.0,59200.0,62.7,19.13244068266963,21.63865546218487,3.8659793814433026,8826.0,0.0,0.0,0.0
59300.0,1.788523568,0.0,59300.0,62.5,18.517939090529822,22.360248447204967,3.1007751937984525,8926.0,0.0,0.0,0.0
59400.0,1.791463634,0.0,59400.0,62.4,18.74170668349462,19.82942430703624,3.8363171355498755,9026.0,0.0,0.0,0.0
59500.0,1.794372337,0.0,59500.0,61.199999999999996,15.961654255849119,17.622080679405514,1.2722646310432582,9126.0,0.0,0.0,0.0
59600.0,1.79733069,0.0,59600.0,60.5,14.966718619490043,19.05737704918032,1.7412935323383099,9226.0,0.0,0.0,0.0
59700.0,1.800302406,0.0,59700.0,58.3,11.686969486471376,17.097415506958242,1.6509433962264164,9326.0,0.0,0.0,0.0
59800.0,1.803110432,0.0,59800.0,58.3,11.589606160317501,18.0746561886051,1.418439716312058,9426.0,0.0,0.0,0.0
59900.0,1.806050573,0.0,59900.0,57.099999999999994,8.92338524771142,16.53696498054474,0.0,9526.0,0.0,0.0,0.0
60000.0,1.809031264,0.0,60000.0,56.10000000000001,8.12978185531801,14.757281553398071,2.0089285714285734,9626.0,0.0,0.0,0.0
60100.0,1.811986617,0.0,60100.0,54.800000000000004,7.029553083656944,13.24376199616124,3.4188034188034218,9726.0,0.0,0.0,1.0
60200.0,1.815216911,0.0,60200.0,53.5,6.361761768212146,8.823529411764714,5.487804878048785,9826.0,0.0,0.0,1.0
60300.0,1.818295066,0.0,60300.0,51.5,4.8385197975120695,2.805611222444892,2.4144869215291775,9926.0,0.0,0.0,0.0
60400.0,1.821337094,0.0,60400.0,49.7,1.8084425218246936,0.19841269841269857,-1.4112903225806466,10026.0,0.0,0.0,0.0
60500.0,1.824358161,0.0,60500.0,49.4,3.207911701130518,-2.4291497975708523,-3.901437371663248,10126.0,0.0,0.0,0.0
60600.0,1.827461028,0.0,60600.0,48.8,3.5243751695860692,-5.7851239669421535,-8.01687763713081,10226.0,0.0,0.0,0.0
60700.0,1.830522695,0.0,60700.0,49.0,4.565511098469685,-6.250000000000005,-11.597374179431084,10326.0,0.0,0.0,0.0
60800.0,1.833494924,0.0,60800.0,47.4,3.206336120598279,-14.347826086956536,-19.004524886877846,10426.0,0.0,0.0,0.0
60900.0,1.836569666,0.0,60900.0,46.7,2.3365924449200444,-16.885964912280706,-24.824355971896935,10526.0,0.0,0.0,0.0
61000.0,1.839567107,0.0,61000.0,46.9,2.710189962476533,-15.184381778741878,-32.08955223880597,10626.0,0.0,0.0,0.0
61100.0,1.842633373,0.0,61100.0,46.9,3.0554865847780635,-16.447368421052648,-39.736842105263165,10726.0,0.0,0.0,0.0
61200.0,1.845740666,0.0,61200.0,47.099999999999994,3.739773488223127,-18.344519015659973,-54.22740524781343,10826.0,0.0,0.0,0.0
61300.0,1.891428281,0.0,61300.0,47.9,4.61369461735628,-18.409090909090928,-55.52238805970151,10926.0,0.0,0.0,0.0
61400.0,1.894708527,0.0,61400.0,48.3,4.990480670984049,-16.17977528089889,-54.790419161676674,11026.0,0.0,0.0,0.0
61500.0,1.897607554,0.0,61500.0,48.1,4.155124653739605,-16.367713004484322,-55.38922155688625,11126.0,0.0,0.0,0.0
61600.0,1.900529219,0.0,61600.0,48.0,3.7211765272228283,-16.85393258426968,-54.302670623145424,11226.0,0.0,0.0,0.0
61700.0,1.90428067,0.0,61700.0,49.2,5.828266350289184,-14.932126696832595,-53.939393939393966,1582.0,0.0,1.0,0.0
61800.0,1.906943232,0.0,61800.0,53.5,10.980932690098788,-4.494382022471915,-41.76829268292684,1682.0,0.0,0.0,0.0
61900.0,1.909581093,0.0,61900.0,57.9,16.699643846458237,3.4403669724770674,-31.562500000000032,1782.0,0.0,0.0,0.0
62000.0,1.912807063,0.0,62000.0,60.699999999999996,20.46981495572211,12.276785714285701,-19.817073170731728,75.0,0.0,1.0,0.0
62100.0,1.915983044,0.0,62100.0,63.9,25.142871361860593,17.95454545454545,-10.736196319018417,39.0,0.0,1.0,0.0
62200.0,1.919241415,0.0,62200.0,66.60000000000001,28.85382229644525,26.10619469026549,0.0,7.0,0.0,1.0,0.0
62300.0,1.922034116,0.0,62300.0,69.0,32.296671617017545,32.01754385964911,8.28402366863903,107.0,0.0,0.0,0.0
62400.0,1.924677089,0.0,62400.0,72.6,37.45091951713936,39.1111111111111,15.950920245398756,207.0,0.0,0.0,0.0
62500.0,1.92742259,0.0,62500.0,76.5,44.72929112375935,46.590909090909086,27.914110429447845,307.0,0.0,0.0,0.0
62600.0,1.930183654,0.0,62600.0,79.5,49.79181974038697,54.13870246085012,36.92307692307693,407.0,0.0,0.0,1.0
62700.0,1.933191744,0.0,62700.0,82.0,54.79386000160732,59.5505617977528,45.12195121951218,507.0,0.0,0.0,0.0
62800.0,1.935995183,0.0,62800.0,82.39999999999999,56.352670422982285,61.06194690265485,46.987951807228896,607.0,0.0,0.0,0.0
62900.0,1.938871022,0.0,62900.0,81.6,55.10903137976294,59.737417943107204,46.355685131195315,707.0,0.0,0.0,0.0
63000.0,1.941694985,0.0,63000.0,82.0,55.28239169643698,58.620689655172406,46.58753709198811,807.0,0.0,0.0,0.0
63100.0,1.944680475,0.0,63100.0,83.3,58.13906853160875,61.342592592592595,50.44510385756675,907.0,0.0,0.0,1.0
63200.0,1.947576028,0.0,63200.0,84.6,61.00100789602969,63.33333333333333,53.47432024169183,1007.0,0.0,0.0,0.0
63300.0,1.950404867,0.0,63300.0,85.8,64.33325798106145,67.05336426914154,57.35735735735735,1107.0,0.0,0.0,0.0
63400.0,1.95327963,0.0,63400.0,85.9,64.3845858508295,66.90140845070422,57.40181268882174,1207.0,0.0,0.0,0.0
63500.0,1.95602913,0.0,63500.0,86.2,65.14799474694412,68.20276497695853,58.181818181818166,1307.0,0.0,0.0,0.0
63600.0,1.958865144,0.0,63600.0,87.1,67.46171075730976,70.0,60.670731707317074,1407.0,0.0,0.0,0.0
63700.0,1.961743946,0.0,63700.0,87.1,67.76676128413224,70.06960556844548,61.14457831325301,1507.0,0.0,0.0,0.0
63800.0,1.964560998,0.0,63800.0,87.0,67.5650321106182,69.04761904761905,60.96096096096095,1607.0,0.0,0.0,0.0
63900.0,1.967392124,0.0,63900.0,87.5,68.50528607278554,70.09569377990431,61.773700305810394,1707.0,0.0,0.0,0.0
64000.0,1.970346339,0.0,64000.0,88.3,70.43154776947726,72.40566037735849,63.66459627329192,1807.0,0.0,0.0,0.0
64100.0,1.973152503,0.0,64100.0,88.2,69.86167017429149,72.42990654205607,62.893081761006286,1907.0,0.0,0.0,0.0
64200.0,1.975835115,0.0,64200.0,87.5,68.18075368339595,71.46118721461187,61.18012422360248,2007.0,0.0,0.0,0.0
64300.0,1.978704054,0.0,64300.0,87.8,68.64575355562295,71.29411764705883,61.51419558359621,2107.0,0.0,0.0,0.0
64400.0,1.981641881,0.0,64400.0,87.7,68.19897616215937,70.57416267942584,60.95238095238095,2207.0,0.0,0.0,0.0
64500.0,1.984481833,0.0,64500.0,87.8,67.91095025671241,69.95073891625616,60.3896103896104,2307.0,0.0,0.0,0.0
64600.0,1.98725271,0.0,64600.0,87.4,66.98857175793715,69.04176904176904,59.4855305466238,2407.0,0.0,0.0,0.0
64700.0,1.990125962,0.0,64700.0,87.0,65.52821383114129,67.2544080604534,57.7922077922078,2507.0,0.0,0.0,0.0
64800.0,1.992971226,0.0,64800.0,86.5,64.50357593605385,66.50124069478908,56.86900958466453,2607.0,0.0,0.0,0.0
64900.0,1.995728388,0.0,64900.0,86.4,64.39510956357827,66.99029126213593,56.825396825396815,2707.0,0.0,0.0,0.0
65000.0,1.998393025,0.0,65000.0,86.5,64.9903528972428,67.62589928057554,57.68025078369905,2807.0,0.0,0.0,0.0
65100.0,2.001317765,0.0,65100.0,86.6,66.21621621621621,68.39622641509435,59.39393939393939,2907.0,0.0,0.0,0.0
65200.0,2.00422943,0.0,65200.0,86.7,66.25427530421896,68.18181818181819,59.32721712538226,3007.0,0.0,0.0,0.0
65300.0,2.006986805,0.0,65300.0,86.8,66.20704839048267,68.11594202898551,59.13312693498452,3107.0,0.0,0.0,0.0
65400.0,2.009825867,0.0,65400.0,87.1,66.64908634008624,68.91566265060241,59.43396226415094,3207.0,0.0,0.0,0.0
65500.0,2.012674344,0.0,65500.0,86.5,65.16920028483854,68.16037735849056,57.943925233644855,3307.0,0.0,0.0,0.0
65600.0,2.015446433,0.0,65600.0,86.7,65.48502621061918,69.06976744186046,58.176100628930804,3407.0,0.0,0.0,0.0
65700.0,2.018252608,0.0,65700.0,87.1,66.47748534364474,70.54794520547945,59.17721518987341,3507.0,0.0,0.0,0.0
65800.0,2.021158011,0.0,65800.0,87.3,67.0602149645184,71.5883668903803,59.81012658227848,3607.0,0.0,0.0,0.0
65900.0,2.023940699,0.0,65900.0,87.0,66.44451212901826,70.72072072072072,59.247648902821304,3707.0,0.0,0.0,0.0
66000.0,2.026709888,0.0,66000.0,86.6,65.63274225069632,69.95515695067263,58.51393188854488,3807.0,0.0,0.0,0.0
66100.0,2.029513451,0.0,66100.0,87.0,65.6448202959831,70.45454545454545,58.06451612903226,3907.0,0.0,0.0,0.0
66200.0,2.03233009,0.0,66200.0,87.6,68.09189534141672,72.50554323725055,61.0062893081761,4007.0,0.0,0.0,0.0
66300.0,2.035100465,0.0,66300.0,87.5,68.20082830482431,72.76688453159042,61.30030959752322,4107.0,0.0,0.0,0.0
66400.0,2.037892678,0.0,66400.0,87.0,67.86012727389598,72.04301075268818,61.42433234421365,4207.0,0.0,0.0,0.0
66500.0,2.040818693,0.0,66500.0,87.3,68.95260260309203,73.03609341825901,62.75659824046921,4307.0,0.0,0.0,0.0
66600.0,2.043679633,0.0,66600.0,87.3,68.53631949261718,72.33115468409585,62.089552238805965,4407.0,0.0,0.0,0.0
66700.0,2.046625124,0.0,66700.0,86.9,67.51314353734749,71.52173913043478,61.01190476190476,4507.0,0.0,0.0,0.0
66800.0,2.049483339,0.0,66800.0,87.0,66.94214876033058,70.91722595078299,60.0,4607.0,0.0,0.0,0.0
66900.0,2.052378529,0.0,66900.0,87.9,69.10427944030232,72.5,62.18749999999999,4707.0,0.0,0.0,0.0
67000.0,2.055208305,0.0,67000.0,87.6,67.76541541021108,70.82352941176471,60.509554140127385,4807.0,0.0,0.0,0.0
