learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected
6200.0,0.203515266,0.0,6200.0,87.4,67.51639648558346,72.06208425720621,60.37735849056604,4245.0,0.0,0.0,0.0
6300.0,0.206676921,0.0,6300.0,87.1,66.9006712235975,71.83406113537117,59.813084112149525,4345.0,0.0,0.0,0.0
6400.0,0.209798827,0.0,6400.0,86.7,67.11339696355274,71.33620689655173,60.650887573964496,4445.0,0.0,0.0,0.0
6500.0,0.212831756,0.0,6500.0,87.1,68.34511189634863,72.66949152542372,62.058823529411754,4545.0,0.0,0.0,0.0
6600.0,0.215932575,0.0,6600.0,87.3,68.53631949261718,72.33115468409585,62.089552238805965,4645.0,0.0,0.0,0.0
6700.0,0.218876153,0.0,6700.0,86.7,67.03874063206311,71.2121212121212,60.53412462908011,4745.0,0.0,0.0,0.0
6800.0,0.22194132,0.0,6800.0,87.0,67.10209989826956,70.98214285714285,60.244648318042806,4845.0,0.0,0.0,0.0
6900.0,0.224970362,0.0,6900.0,88.3,70.16249961746794,73.46938775510205,63.322884012539184,4945.0,0.0,0.0,0.0
7000.0,0.227979203,0.0,7000.0,88.1,69.21405287939152,72.06572769953053,62.101910828025474,5045.0,0.0,0.0,0.0
7100.0,0.230958619,0.0,7100.0,87.1,67.14547677261614,70.0,60.185185185185176,5145.0,0.0,0.0,0.0
7200.0,0.233976549,0.0,7200.0,86.3,65.20228394936296,68.13953488372093,58.231707317073166,5245.0,0.0,0.0,0.0
7300.0,0.23702944,0.0,7300.0,86.8,66.20704839048267,68.64608076009502,59.13312693498452,5345.0,0.0,0.0,0.0
7400.0,0.240204772,0.0,7400.0,87.4,67.26677577741407,69.7841726618705,60.0,5445.0,0.0,0.0,0.0
7500.0,0.243276875,0.0,7500.0,87.9,68.71606598066083,70.63106796116504,61.58730158730158,5545.0,0.0,0.0,0.0
7600.0,0.246290628,0.0,7600.0,87.3,67.9454820797577,69.68973747016707,61.16207951070336,5645.0,0.0,0.0,0.0
7700.0,0.249324507,0.0,7700.0,88.0,69.68227019160805,70.73170731707317,62.962962962962955,5745.0,0.0,0.0,0.0
7800.0,0.252351123,0.0,7800.0,87.9,69.68998617262179,70.63106796116504,63.109756097560975,5845.0,0.0,0.0,0.0
7900.0,0.255389876,0.0,7900.0,86.9,67.36389998903825,68.58513189448442,60.778443113772454,5945.0,0.0,0.0,0.0
8000.0,0.258316666,0.0,8000.0,86.3,66.0928017740642,68.06526806526807,59.587020648967545,6045.0,0.0,0.0,0.0
8100.0,0.261393183,0.0,8100.0,86.1,66.00303282297119,67.37089201877934,59.71014492753623,6145.0,0.0,0.0,0.0
8200.0,0.264426449,0.0,8200.0,86.7,67.03874063206311,68.02884615384616,60.53412462908011,6245.0,0.0,0.0,0.0
8300.0,0.267444729,0.0,8300.0,86.1,66.2240970413281,67.5233644859813,60.05747126436781,6345.0,0.0,0.0,0.0
8400.0,0.270450907,0.0,8400.0,85.9,66.19191483239821,68.24324324324323,60.281690140845065,6445.0,0.0,0.0,0.0
8500.0,0.273433685,0.0,8500.0,86.0,65.95595673488444,68.03652968036529,59.77011494252873,6545.0,0.0,0.0,0.0
8600.0,0.276368938,0.0,8600.0,86.3,66.32086139928217,69.00452488687783,59.94152046783625,6645.0,0.0,0.0,0.0
8700.0,0.279565796,0.0,8700.0,85.5,64.26811237062591,67.70601336302894,57.72594752186588,6745.0,0.0,0.0,0.0
8800.0,0.282700777,0.0,8800.0,85.7,64.89384684879312,68.57142857142856,58.43023255813953,6845.0,0.0,0.0,0.0
8900.0,0.286193711,0.0,8900.0,86.7,67.66665045947391,70.89715536105032,61.449275362318836,6945.0,0.0,0.0,0.0
9000.0,0.28965146,0.0,9000.0,87.0,68.46726659713295,72.22222222222221,62.31884057971014,7045.0,0.0,0.0,0.0
9100.0,0.292876966,0.0,9100.0,87.6,69.93166728904882,73.61702127659574,63.84839650145773,7145.0,0.0,0.0,0.0
9200.0,0.296142935,0.0,9200.0,87.6,69.38634433449863,73.2181425485961,62.874251497005986,7245.0,0.0,0.0,0.0
9300.0,0.299232929,0.0,9300.0,87.6,69.03700078406304,72.74725274725274,62.31003039513677,7345.0,0.0,0.0,0.0
9400.0,0.302352421,0.0,9400.0,87.1,67.70575688693509,71.20535714285714,60.790273556231,7445.0,0.0,0.0,0.0
9500.0,0.305481177,0.0,9500.0,85.1,63.84372725066731,67.46724890829694,57.428571428571416,7545.0,0.0,0.0,0.0
9600.0,0.308555331,0.0,9600.0,84.3,62.459949308976135,65.72052401746724,56.267409470752085,7645.0,0.0,0.0,0.0
9700.0,0.311669586,0.0,9700.0,83.6,61.39414226729377,64.6551724137931,55.55555555555555,7745.0,0.0,0.0,0.0
9800.0,0.314915193,0.0,9800.0,82.1,58.369382192328786,62.394957983193265,52.64550264550263,7845.0,0.0,0.0,1.0
9900.0,0.318247864,0.0,9900.0,79.7,52.76872964169381,57.62004175365345,46.99738903394257,7945.0,0.0,0.0,0.0
10000.0,0.321596348,0.0,10000.0,77.9,49.2388118666336,53.76569037656904,43.765903307888046,8045.0,0.0,0.0,0.0
10100.0,0.324722165,0.0,10100.0,74.3,42.70299192937085,46.23430962343096,38.36930455635492,8145.0,0.0,0.0,0.0
10200.0,0.328198938,0.0,10200.0,71.89999999999999,40.37767876087416,43.002028397565915,37.55555555555554,483.0,0.0,1.0,0.0
10300.0,0.331789524,0.0,10300.0,69.69999999999999,37.605021251359084,39.99999999999999,35.66878980891718,55.0,0.0,1.0,0.0
10400.0,0.335149371,0.0,10400.0,67.2,33.94767366928729,35.177865612648226,33.33333333333334,67.0,0.0,1.0,0.0
10500.0,0.338565642,0.0,10500.0,65.8,31.98739977090493,33.20312500000001,31.0483870967742,21.0,0.0,2.0,0.0
10600.0,0.341926351,0.0,10600.0,63.3,27.149005097584606,28.03921568627451,27.89783889980354,50.0,0.0,1.0,1.0
10700.0,0.345348998,0.0,10700.0,61.5,24.231689653000814,24.063116370808675,24.361493123772103,73.0,0.0,1.0,0.0
10800.0,0.3482174,0.0,10800.0,59.9,21.011369635273443,19.799999999999997,20.90729783037475,173.0,0.0,0.0,3.0
10900.0,0.351066313,0.0,10900.0,59.5,19.577114625447788,18.181818181818176,18.837675350701396,273.0,0.0,0.0,0.0
11000.0,0.353996805,0.0,11000.0,59.3,17.82757924490207,15.734989648033118,16.768916155419216,373.0,0.0,0.0,0.0
11100.0,0.356826681,0.0,11100.0,60.5,19.017549614564533,18.72427983539094,16.313559322033893,473.0,0.0,0.0,1.0
11200.0,0.359855524,0.0,11200.0,60.3,17.925011990804293,17.29166666666666,12.362030905077251,573.0,0.0,0.0,0.0
11300.0,0.362693487,0.0,11300.0,60.0,16.883807719000785,15.96638655462184,8.25688073394496,673.0,0.0,0.0,0.0
11400.0,0.365645178,0.0,11400.0,60.099999999999994,16.406177981512993,14.561027837259092,3.623188405797104,773.0,0.0,0.0,2.0
11500.0,0.368501943,0.0,11500.0,59.699999999999996,15.334000016807133,14.97890295358649,2.1844660194174774,873.0,0.0,0.0,2.0
11600.0,0.371337508,0.0,11600.0,60.4,15.47816732761601,16.279069767441854,1.2468827930174575,973.0,0.0,0.0,0.0
11700.0,0.374167985,0.0,11700.0,61.3,16.25116858834527,19.374999999999996,2.5188916876574328,1073.0,0.0,0.0,0.0
11800.0,0.37691946,0.0,11800.0,62.8,19.402364197316874,21.019108280254773,5.102040816326535,1173.0,0.0,0.0,0.0
11900.0,0.379675173,0.0,11900.0,63.5,20.196949555726583,20.652173913043473,6.169665809768643,1273.0,0.0,0.0,0.0
12000.0,0.382442224,0.0,12000.0,63.4,19.968512201521925,21.794871794871792,6.153846153846159,1373.0,0.0,0.0,0.0
12100.0,0.385253362,0.0,12100.0,63.6,19.783150053992113,21.720430107526877,5.4545454545454595,1473.0,0.0,0.0,0.0
12200.0,0.388034951,0.0,12200.0,64.3,20.868539813985656,23.717948717948715,6.544502617801053,1573.0,0.0,0.0,0.0
12300.0,0.390783139,0.0,12300.0,64.4,20.185456714062166,23.768736616702355,6.068601583113462,1673.0,0.0,0.0,0.0
12400.0,0.393511227,0.0,12400.0,64.9,21.774013817695568,25.79281183932347,9.067357512953375,1773.0,0.0,0.0,0.0
12500.0,0.396477805,0.0,12500.0,66.5,23.309372281488947,26.695842450765866,8.219178082191789,1873.0,0.0,0.0,0.0
12600.0,0.399283644,0.0,12600.0,66.4,22.822846275053877,28.051391862955033,8.446866485013633,1973.0,0.0,0.0,0.0
12700.0,0.402141607,0.0,12700.0,66.0,22.2647479777403,26.08695652173913,7.859078590785915,2073.0,0.0,0.0,0.0
12800.0,0.404909345,0.0,12800.0,65.2,20.949694020798415,26.11464968152866,8.17941952506597,2173.0,0.0,0.0,0.0
12900.0,0.407754121,0.0,12900.0,64.2,19.854574109893257,27.23577235772358,7.731958762886605,2273.0,0.0,0.0,0.0
13000.0,0.410517386,0.0,13000.0,65.10000000000001,22.238462772499602,27.743271221532094,10.96938775510205,2373.0,0.0,0.0,0.0
13100.0,0.413274361,0.0,13100.0,64.3,20.89168587129942,27.439024390243905,9.62025316455697,2473.0,0.0,0.0,0.0
13200.0,0.416081912,0.0,13200.0,63.5,18.829724777170913,25.204918032786882,6.887755102040822,2573.0,0.0,0.0,0.0
13300.0,0.418838287,0.0,13300.0,63.4,18.55372783593249,24.380165289256198,5.67010309278351,2673.0,0.0,0.0,0.0
13400.0,0.421624025,0.0,13400.0,64.2,18.80576433713299,25.10460251046025,3.5040431266846395,2773.0,0.0,0.0,0.0
13500.0,0.424365301,0.0,13500.0,63.6,18.228340619397866,25.102880658436217,3.4482758620689684,2873.0,0.0,0.0,0.0
13600.0,0.427164527,0.0,13600.0,63.0,16.641508923864407,22.43186582809224,0.8042895442359257,2973.0,0.0,0.0,0.0
13700.0,0.43010998,0.0,13700.0,63.6,18.191952245675864,24.324324324324323,3.1914893617021303,3073.0,0.0,0.0,0.0
13800.0,0.432878317,0.0,13800.0,63.6,18.44416562107906,23.849372384937237,3.703703703703707,3173.0,0.0,0.0,0.0
13900.0,0.435685656,0.0,13900.0,64.3,19.809879782206337,24.52431289640592,5.053191489361707,3273.0,0.0,0.0,0.0
14000.0,0.438467883,0.0,14000.0,64.1,18.83190290577266,23.940677966101696,4.010695187165779,3373.0,0.0,0.0,0.0
14100.0,0.441260122,0.0,14100.0,65.10000000000001,20.54023532840335,25.10729613733906,5.420054200542011,3473.0,0.0,0.0,0.0
14200.0,0.444016173,0.0,14200.0,66.2,23.161910131261287,29.140461215932916,8.894878706199469,3573.0,0.0,0.0,0.0
14300.0,0.446942938,0.0,14300.0,67.0,25.297113752122247,31.106471816283932,12.00000000000001,3673.0,0.0,0.0,0.0
14400.0,0.449715727,0.0,14400.0,66.2,24.02035714927978,29.72972972972973,10.582010582010591,3773.0,0.0,0.0,0.0
14500.0,0.452498427,0.0,14500.0,66.60000000000001,25.411465195739087,29.831932773109248,13.24675324675326,3873.0,0.0,0.0,0.0
14600.0,0.45529854,0.0,14600.0,67.0,25.737226803010127,30.232558139534888,12.698412698412708,3973.0,0.0,0.0,0.0
14700.0,0.458136305,0.0,14700.0,66.9,25.149700598802415,30.31578947368422,11.96808510638299,4073.0,0.0,0.0,0.0
14800.0,0.460935982,0.0,14800.0,67.2,25.543554750457414,29.157667386609077,11.111111111111121,4173.0,0.0,0.0,0.0
14900.0,0.463691582,0.0,14900.0,66.5,23.97766985884811,27.645788336933048,9.703504043126692,4273.0,0.0,0.0,0.0
15000.0,0.466665572,0.0,15000.0,65.9,23.155968595354217,26.190476190476193,8.086253369272246,4373.0,0.0,0.0,0.0
15100.0,0.469436035,0.0,15100.0,64.3,19.933614425405953,23.39055793991416,5.305039787798413,4473.0,0.0,0.0,0.0
15200.0,0.472242823,0.0,15200.0,63.4,18.802356950163293,20.950323974082067,5.1813471502590716,4573.0,0.0,0.0,0.0
15300.0,0.475023198,0.0,15300.0,63.1,19.320278815123185,20.474137931034477,7.286432160804027,4673.0,0.0,0.0,0.0
15400.0,0.477882288,0.0,15400.0,64.0,21.98166569143749,23.404255319148934,11.11111111111112,4773.0,0.0,0.0,0.0
15500.0,0.480685789,0.0,15500.0,64.0,21.671018276762407,23.2409381663113,10.000000000000009,4873.0,0.0,0.0,0.0
15600.0,0.483468577,0.0,15600.0,64.9,24.466097974572428,25.949367088607595,14.180929095354536,4973.0,0.0,0.0,0.0
15700.0,0.486235978,0.0,15700.0,64.5,23.58031601153831,23.819742489270386,13.414634146341475,5073.0,0.0,0.0,0.0
15800.0,0.489043702,0.0,15800.0,64.0,22.832890336963054,24.686192468619247,12.195121951219521,5173.0,0.0,0.0,0.0
15900.0,0.49179399,0.0,15900.0,64.4,23.718753615859654,24.894514767932492,12.958435207823971,5273.0,0.0,0.0,0.0
16000.0,0.494564228,0.0,16000.0,64.1,22.675971396571043,24.737945492662476,11.358024691358034,5373.0,0.0,0.0,0.0
16100.0,0.497371191,0.0,16100.0,65.9,25.750119757871364,28.361344537815132,13.67088607594938,5473.0,0.0,0.0,0.0
16200.0,0.500253281,0.0,16200.0,66.2,25.865812734411005,29.288702928870297,12.661498708010347,5573.0,0.0,0.0,0.0
16300.0,0.503115821,0.0,16300.0,65.4,24.160061724065372,28.512396694214882,10.362694300518143,5673.0,0.0,0.0,0.0
16400.0,0.50592921,0.0,16400.0,64.5,22.513445554236224,26.195426195426197,9.2071611253197,5773.0,0.0,0.0,0.0
16500.0,0.508695936,0.0,16500.0,63.7,21.403393294821726,24.532224532224532,8.793969849246238,5873.0,0.0,0.0,0.0
16600.0,0.511478849,0.0,16600.0,63.2,19.484349770486652,25.203252032520325,5.8823529411764754,5973.0,0.0,0.0,0.0
16700.0,0.514257164,0.0,16700.0,63.6,20.405842735939835,24.948453608247423,6.666666666666672,6073.0,0.0,0.0,0.0
16800.0,0.517058703,0.0,16800.0,64.4,21.86951330851887,26.446280991735538,8.247422680412377,6173.0,0.0,0.0,0.0
16900.0,0.519853741,0.0,16900.0,64.60000000000001,22.155372598691166,27.31006160164271,8.762886597938152,6273.0,0.0,0.0,0.0
17000.0,0.522642668,0.0,17000.0,64.9,23.117361019844935,29.376257545271635,10.913705583756354,6373.0,0.0,0.0,0.0
17100.0,0.525483844,0.0,17100.0,63.800000000000004,21.57712305025997,28.17460317460318,10.396039603960405,6473.0,0.0,0.0,0.0
17200.0,0.528316297,0.0,17200.0,63.0,19.97716104920756,26.0,8.415841584158423,6573.0,0.0,0.0,0.0
17300.0,0.531109186,0.0,17300.0,64.2,21.153363315611205,27.822580645161292,7.969151670951163,6673.0,0.0,0.0,0.0
17400.0,0.5339146,0.0,17400.0,64.3,21.157940300880735,28.6,7.512953367875654,6773.0,0.0,0.0,0.0
17500.0,0.536920517,0.0,17500.0,65.4,23.54875203280775,30.938123752495017,10.362694300518143,6873.0,0.0,0.0,0.0
17600.0,0.539766343,0.0,17600.0,65.0,23.27623623904494,28.278688524590166,10.485933503836325,6973.0,0.0,0.0,0.0
17700.0,0.54266682,0.0,17700.0,64.9,23.878344147957943,30.90551181102363,11.363636363636372,7073.0,0.0,0.0,0.0
17800.0,0.545516684,0.0,17800.0,63.4,21.234763446043658,27.091633466135463,9.405940594059414,7173.0,0.0,0.0,0.0
17900.0,0.548411886,0.0,17900.0,62.3,19.35414866217731,25.346534653465348,7.1428571428571495,7273.0,0.0,0.0,0.0
18000.0,0.5512507,0.0,18000.0,61.6,17.90381063145651,22.424242424242422,4.950495049504955,7373.0,0.0,0.0,0.0
18100.0,0.554006113,0.0,18100.0,61.9,18.163072428902822,21.118012422360245,3.5443037974683573,7473.0,0.0,0.0,0.0
18200.0,0.556763826,0.0,18200.0,61.9,18.689123549849327,22.560975609756095,5.459057071960302,7573.0,0.0,0.0,0.0
18300.0,0.559541591,0.0,18300.0,61.0,17.139749124655804,20.731707317073166,3.940886699507393,7673.0,0.0,0.0,0.0
18400.0,0.562316728,0.0,18400.0,60.9,16.988662901787606,22.420634920634917,4.634146341463418,7773.0,0.0,0.0,0.0
18500.0,0.565114492,0.0,18500.0,60.4,15.869623410339525,22.352941176470587,3.178484107579465,7873.0,0.0,0.0,0.0
18600.0,0.56787918,0.0,18600.0,60.9,16.69436419263842,21.799999999999997,3.6945812807881806,7973.0,0.0,0.0,0.0
18700.0,0.570830971,0.0,18700.0,61.4,16.47914142288385,19.58333333333333,1.0256410256410264,8073.0,0.0,0.0,0.0
18800.0,0.573606272,0.0,18800.0,62.0,17.359685444865864,22.131147540983605,3.061224489795921,8173.0,0.0,0.0,0.0
18900.0,0.576393036,0.0,18900.0,62.7,19.078404998481368,22.614107883817425,5.569620253164562,8273.0,0.0,0.0,0.0
19000.0,0.579209212,0.0,19000.0,62.9,19.404593286467787,22.38493723849372,5.1150895140665,8373.0,0.0,0.0,0.0
19100.0,0.581964564,0.0,19100.0,62.5,18.714342691660736,21.71189979123173,4.336734693877554,8473.0,0.0,0.0,0.0
19200.0,0.584744314,0.0,19200.0,63.0,19.382952762768006,22.105263157894733,4.145077720207258,8573.0,0.0,0.0,0.0
19300.0,0.587499627,0.0,19300.0,62.9,19.17352203011712,23.505154639175256,4.381443298969076,8673.0,0.0,0.0,0.0
19400.0,0.590293341,0.0,19400.0,62.7,19.223506176261665,20.299145299145295,4.846938775510208,8773.0,0.0,0.0,0.0
19500.0,0.593089792,0.0,19500.0,61.5,16.3399942633139,17.910447761194025,2.035623409669213,8873.0,0.0,0.0,0.0
19600.0,0.595865579,0.0,19600.0,60.8,15.466594209461695,19.836400817995905,2.729528535980151,8973.0,0.0,0.0,0.0
19700.0,0.59867108,0.0,19700.0,59.0,13.05896722535115,18.650793650793645,3.7558685446009417,9073.0,0.0,0.0,0.0
19800.0,0.601453555,0.0,19800.0,58.8,12.506848675073371,18.897637795275585,2.6004728132387727,9173.0,0.0,0.0,0.0
19900.0,0.60419733,0.0,19900.0,57.9,10.462109095858715,17.933723196881086,1.63551401869159,9273.0,0.0,0.0,0.0
20000.0,0.607349374,0.0,20000.0,56.89999999999999,9.788096214867576,16.310679611650478,4.008908685968799,9373.0,0.0,0.0,0.0
20100.0,0.610566393,0.0,20100.0,55.50000000000001,8.384939719349099,14.587332053742816,4.914529914529919,9473.0,0.0,0.0,0.0
20200.0,0.627030319,0.0,20200.0,54.1,7.625801985139635,10.176125244618405,6.896551724137938,9573.0,0.0,0.0,1.0
20300.0,0.630396803,0.0,20300.0,52.400000000000006,6.504240700511089,4.609218436873752,4.2253521126760605,9673.0,0.0,0.0,0.0
20400.0,0.63365821,0.0,20400.0,50.7,3.6544850498338963,2.3762376237623783,0.6048387096774198,9773.0,0.0,0.0,0.0
20500.0,0.636943392,0.0,20500.0,49.9,4.2072335966837775,-1.4170040485829971,-2.6639344262295106,9873.0,0.0,0.0,0.0
20600.0,0.640087324,0.0,20600.0,49.4,4.71706995574805,-4.761904761904766,-7.430997876857756,9973.0,0.0,0.0,0.0
20700.0,0.643386773,0.0,20700.0,49.1,4.81355425066389,-6.263048016701466,-12.114537444933934,10073.0,0.0,0.0,0.0
20800.0,0.646298038,0.0,20800.0,47.699999999999996,3.751306626621313,-13.44902386117138,-18.325791855203637,10173.0,0.0,0.0,0.0
20900.0,0.649362793,0.0,20900.0,46.800000000000004,2.5673146306532075,-16.157205240174676,-24.590163934426208,10273.0,0.0,0.0,0.0
21000.0,0.652617325,0.0,21000.0,46.9,2.799235573649252,-14.686825053995694,-31.435643564356436,10373.0,0.0,0.0,0.0
21100.0,0.655844642,0.0,21100.0,47.099999999999994,3.5298236911787106,-16.00877192982458,-39.21052631578948,10473.0,0.0,0.0,0.0
21200.0,0.658984522,0.0,21200.0,47.199999999999996,3.874162540052426,-17.857142857142875,-53.48837209302327,10573.0,0.0,0.0,0.0
21300.0,0.661947175,0.0,21300.0,47.9,4.728815418937204,-18.409090909090928,-55.52238805970151,10673.0,0.0,0.0,0.0
21400.0,0.664809178,0.0,21400.0,48.3,4.990480670984049,-16.441441441441455,-54.790419161676674,10773.0,0.0,0.0,0.0
21500.0,0.667758305,0.0,21500.0,48.4,4.650681488927647,-15.436241610738271,-54.49101796407187,10873.0,0.0,0.0,0.0
21600.0,0.670710359,0.0,21600.0,48.199999999999996,4.004032571913573,-16.666666666666682,-52.80235988200592,10973.0,0.0,0.0,0.0
21700.0,0.673711762,0.0,21700.0,47.5,3.601803839769666,-19.047619047619065,-58.61027190332329,11073.0,0.0,0.0,0.0
21800.0,0.677095221,0.0,21800.0,49.9,5.9741156687286,-12.331838565022434,-52.27963525835868,1606.0,0.0,1.0,0.0
21900.0,0.679832096,0.0,21900.0,54.50000000000001,12.023573815121894,-4.357798165137592,-41.74454828660437,1706.0,0.0,0.0,0.0
22000.0,0.683076841,0.0,22000.0,56.89999999999999,14.274575947554327,3.363228699551548,-31.804281345565784,41.0,0.0,1.0,0.0
22100.0,0.685805742,0.0,22100.0,60.099999999999994,18.324067174872457,9.318181818181802,-22.39263803680984,141.0,0.0,0.0,0.0
22200.0,0.688503629,0.0,22200.0,62.9,22.05096312233167,17.55555555555555,-11.411411411411423,241.0,0.0,0.0,1.0
22300.0,0.691387356,0.0,22300.0,66.2,27.228257827268322,25.877192982456144,-0.2967359050445107,341.0,0.0,0.0,0.0
22400.0,0.694217383,0.0,22400.0,70.3,33.63128491620111,33.999999999999986,8.61538461538459,441.0,0.0,0.0,0.0
22500.0,0.697139286,0.0,22500.0,74.2,40.824330833275994,41.628959276018094,21.10091743119265,541.0,0.0,0.0,0.0
22600.0,0.699924087,0.0,22600.0,77.7,46.6343760768848,50.22321428571429,30.95975232198142,641.0,0.0,0.0,0.0
22700.0,0.70282334,0.0,22700.0,82.0,55.45877462139956,59.821428571428555,45.45454545454543,741.0,0.0,0.0,0.0
22800.0,0.705621728,0.0,22800.0,84.1,60.44579332305089,64.66666666666666,51.96374622356495,841.0,0.0,0.0,0.0
22900.0,0.70876617,0.0,22900.0,83.2,58.949698720110234,63.076923076923066,51.020408163265294,941.0,0.0,0.0,0.0
23000.0,0.711771987,0.0,23000.0,84.39999999999999,61.34480434524045,64.13793103448275,53.571428571428555,1041.0,0.0,0.0,0.0
23100.0,0.714726016,0.0,23100.0,85.3,63.45101939333664,65.97222222222221,56.379821958456965,1141.0,0.0,0.0,0.0
23200.0,0.717481804,0.0,23200.0,86.4,65.87441785771638,67.77251184834124,59.03614457831324,1241.0,0.0,0.0,0.0
23300.0,0.720383493,0.0,23300.0,86.8,67.06603260462772,69.23076923076923,60.36036036036035,1341.0,0.0,0.0,0.0
23400.0,0.723318946,0.0,23400.0,86.4,65.73530523292433,68.22429906542055,58.912386706948624,1441.0,0.0,0.0,0.0
23500.0,0.726255874,0.0,23500.0,86.7,66.4168552036199,69.21296296296296,59.57446808510638,1541.0,0.0,0.0,0.0
23600.0,0.729129526,0.0,23600.0,87.0,67.33668341708542,69.83758700696056,60.606060606060595,1641.0,0.0,0.0,0.0
23700.0,0.731856901,0.0,23700.0,87.4,68.37555782002178,70.62937062937064,61.702127659574465,1741.0,0.0,0.0,0.0
23800.0,0.734801729,0.0,23800.0,86.9,67.36389998903825,68.88361045130641,60.778443113772454,1841.0,0.0,0.0,0.0
23900.0,0.737628393,0.0,23900.0,87.6,68.85799244555172,70.47619047619048,62.19512195121951,1941.0,0.0,0.0,0.0
24000.0,0.740456769,0.0,24000.0,88.2,70.09811871553681,72.23529411764706,63.35403726708074,2041.0,0.0,0.0,0.0
24100.0,0.743239545,0.0,24100.0,88.4,70.29951403860039,72.8337236533958,63.406940063091476,2141.0,0.0,0.0,0.0
24200.0,0.746165585,0.0,24200.0,87.8,68.97253306205494,72.14611872146118,62.11180124223602,2241.0,0.0,0.0,0.0
24300.0,0.748979049,0.0,24300.0,88.1,69.59632089933572,72.19626168224299,62.69592476489028,2341.0,0.0,0.0,0.0
24400.0,0.751766749,0.0,24400.0,88.0,69.08236458075686,71.29186602870814,62.0253164556962,2441.0,0.0,0.0,0.0
24500.0,0.754587676,0.0,24500.0,88.1,68.7316068275456,70.76167076167077,61.363636363636374,2541.0,0.0,0.0,0.0
24600.0,0.757385739,0.0,24600.0,87.8,68.18276653452952,70.09803921568628,60.897435897435905,2641.0,0.0,0.0,0.0
24700.0,0.760197515,0.0,24700.0,87.3,66.53844127101229,68.01007556675063,59.03225806451614,2741.0,0.0,0.0,0.0
24800.0,0.762949041,0.0,24800.0,87.3,66.71558863612539,68.40796019900498,59.29487179487181,2841.0,0.0,0.0,0.0
24900.0,0.765744379,0.0,24900.0,87.0,66.00845082207253,68.3698296836983,58.598726114649665,2941.0,0.0,0.0,0.0
25000.0,0.768674208,0.0,25000.0,87.1,66.81757382446753,68.99038461538461,59.68749999999999,3041.0,0.0,0.0,0.0
25100.0,0.771463883,0.0,25100.0,87.3,68.09718551863425,70.18779342723005,61.398176291793305,3141.0,0.0,0.0,0.0
25200.0,0.774238134,0.0,25200.0,87.3,67.9454820797577,69.61722488038278,61.16207951070336,3241.0,0.0,0.0,0.0
25300.0,0.777028147,0.0,25300.0,87.3,67.63374653400749,69.39759036144578,60.68111455108358,3341.0,0.0,0.0,0.0
25400.0,0.779778098,0.0,25400.0,87.6,68.01139207198467,70.12048192771084,60.88328075709779,3441.0,0.0,0.0,0.0
25500.0,0.782526186,0.0,25500.0,86.8,66.03732806397332,68.79432624113475,58.87850467289719,3541.0,0.0,0.0,0.0
25600.0,0.785341074,0.0,25600.0,87.1,66.47748534364474,69.78922716627635,59.17721518987341,3641.0,0.0,0.0,0.0
25700.0,0.788139725,0.0,25700.0,87.5,67.6407240193845,71.395881006865,60.443037974683534,3741.0,0.0,0.0,0.0
25800.0,0.790913988,0.0,25800.0,87.6,67.84816034433582,72.25950782997762,60.63492063492063,3841.0,0.0,0.0,0.0
25900.0,0.793702914,0.0,25900.0,86.9,66.15476830226116,70.42889390519187,58.93416927899686,3941.0,0.0,0.0,0.0
26000.0,0.796506928,0.0,26000.0,86.5,65.34480634164372,69.73094170403587,58.204334365325074,4041.0,0.0,0.0,0.0
26100.0,0.799298167,0.0,26100.0,86.8,65.14041546286661,69.79405034324942,57.556270096463024,4141.0,0.0,0.0,0.0
26200.0,0.802063167,0.0,26200.0,87.5,67.72294408064616,72.22222222222221,60.56782334384857,4241.0,0.0,0.0,0.0
26300.0,0.805026008,0.0,26300.0,87.2,67.26878464906,72.0524017467249,60.24844720496893,4341.0,0.0,0.0,0.0
26400.0,0.807845434,0.0,26400.0,86.8,67.38679263929791,71.55172413793103,60.94674556213017,4441.0,0.0,0.0,0.0
26500.0,0.810599559,0.0,26500.0,87.2,68.61514319340917,72.88135593220339,62.35294117647059,4541.0,0.0,0.0,0.0
26600.0,0.81336326,0.0,26600.0,87.4,68.80956506671288,72.48908296943232,62.38805970149254,4641.0,0.0,0.0,0.0
26700.0,0.816191136,0.0,26700.0,86.9,67.51314353734749,71.58351409978307,61.01190476190476,4741.0,0.0,0.0,0.0
26800.0,0.818899986,0.0,26800.0,87.1,67.30502134044343,71.20535714285714,60.42944785276073,4841.0,0.0,0.0,0.0
26900.0,0.821674387,0.0,26900.0,88.4,70.4448056745973,73.69614512471655,63.63636363636363,4941.0,0.0,0.0,0.0
27000.0,0.824502351,0.0,27000.0,88.0,68.92544177663608,71.83098591549296,61.78343949044586,5041.0,0.0,0.0,0.0
27100.0,0.827306252,0.0,27100.0,87.1,67.22560975609755,70.06960556844548,60.30769230769231,5141.0,0.0,0.0,0.0
27200.0,0.830045477,0.0,27200.0,86.3,65.20228394936296,68.13953488372093,58.231707317073166,5241.0,0.0,0.0,0.0
27300.0,0.832824778,0.0,27300.0,86.8,66.12257468432398,68.57142857142857,59.00621118012421,5341.0,0.0,0.0,0.0
